url_length,num_dots,num_hyphens,num_digits,has_at_symbol,has_ip,num_subdomains,entropy,num_forms,num_inputs,has_password,num_iframes,keyword_score,bert_score
11,1,0,0,0,0,0,2.8453509366224368,0,0,0,0,10,0.9843472242355347
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,1,0.9995156526565552
17,1,0,0,0,0,0,3.6168746059562227,0,0,0,0,7,0.950133740901947
17,1,0,0,0,0,0,3.4548223999466066,0,0,0,0,0,0.9919247031211853
19,1,0,0,0,0,0,3.4713544870139286,0,0,0,0,0,0.9084396362304688
16,1,0,0,0,0,0,3.327819531114783,0,0,0,0,6,0.8885430693626404
18,1,0,0,0,0,0,3.5724312513221195,0,0,0,0,15,0.9961632490158081
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,0,5,0.9902569055557251
13,1,0,1,0,0,0,3.3927474104487847,0,2,0,0,17,0.945853590965271
19,1,0,0,0,0,0,3.5368867237421666,0,2,0,0,11,0.9793773293495178
18,1,0,0,0,0,0,3.350209029099897,0,0,0,0,0,0.9361553192138672
23,1,0,0,0,0,0,3.7622673906514943,0,0,0,1,15,0.9952237010002136
17,1,0,0,0,0,0,3.4992275471326932,0,2,0,2,10,0.9994063377380371
20,1,0,0,0,0,0,3.821928094887362,0,0,0,1,26,0.9966412782669067
18,1,0,0,0,0,0,3.7254805569978675,0,0,0,0,2,0.9919820427894592
14,1,0,0,0,0,0,3.09306920777189,0,0,0,0,1,0.9333255887031555
28,1,1,0,0,0,0,3.8118441013102036,0,0,0,0,0,0.9800770878791809
17,1,0,0,0,0,0,3.572469458770136,1,1,0,0,1,0.9983910322189331
19,1,0,0,0,0,0,3.6818808028034016,0,0,0,0,1,0.9993970394134521
18,1,0,0,0,0,0,3.6835423624332306,0,0,0,1,15,0.9970665574073792
18,1,0,0,0,0,0,3.6143694458867563,0,0,0,0,7,0.950133740901947
17,1,0,0,0,0,0,3.4548223999466066,0,0,0,0,17,0.9887213110923767
18,1,0,0,0,0,0,3.614369445886757,0,2,0,0,17,0.9962162375450134
16,1,0,0,0,0,0,3.625,0,0,0,0,11,0.9958957433700562
13,1,0,0,0,0,0,3.238901256602631,1,2,0,0,0,0.9722139239311218
18,1,0,0,0,0,0,3.6143694458867563,0,0,0,0,0,0.9993515610694885
15,1,0,0,0,0,0,3.5068905956085183,0,0,0,0,7,0.9994938373565674
21,1,0,0,0,0,0,3.689703732199547,0,0,0,0,2,0.9996644258499146
17,1,0,0,0,0,0,3.734521664779752,4,11,0,0,11,0.9849278926849365
16,1,0,0,0,0,0,3.625,0,0,0,1,9,0.9823083877563477
18,1,0,0,0,0,0,3.350209029099897,2,1,0,0,10,0.9542515873908997
14,1,0,0,0,0,0,3.2359263506290334,3,19,0,0,12,0.8697026968002319
18,1,0,0,0,0,0,3.8365916681089787,0,0,0,0,0,0.9110516309738159
16,1,0,0,0,0,0,3.452819531114783,0,0,0,0,6,0.9311599731445312
13,1,0,1,0,0,0,3.3927474104487847,0,0,0,0,10,0.7926145792007446
18,1,0,0,0,0,0,3.419381945646371,0,3,0,1,10,0.9439802765846252
25,1,0,0,0,0,0,3.8332696895151077,0,0,0,0,0,0.9528439044952393
15,1,0,0,0,0,0,3.240223928941852,0,0,0,1,10,0.9118831157684326
17,1,0,0,0,0,0,3.8521687236032816,0,0,0,0,0,0.9528439044952393
22,1,0,0,0,0,0,3.9705730958116834,2,11,0,0,25,0.956823468208313
15,1,0,0,0,0,0,3.4565647621309536,1,1,0,3,7,0.996908962726593
15,1,0,1,0,0,0,3.506890595608518,0,0,0,0,8,0.9990448355674744
17,1,0,0,0,0,0,3.734521664779752,19,19,0,0,21,0.7840604186058044
26,1,0,0,0,0,0,3.9500637564362093,1,3,0,1,8,0.7162069082260132
16,1,0,0,0,0,0,3.024397470347699,0,0,0,0,0,0.8842568397521973
30,1,0,0,0,0,0,4.081727678869736,0,0,0,1,5,0.999716579914093
14,1,0,0,0,0,0,3.2359263506290334,0,1,0,0,19,0.9127820730209351
15,1,0,0,0,0,0,3.640223928941851,1,6,0,0,20,0.9857636094093323
18,1,0,0,0,0,0,3.5724312513221195,2,2,0,0,1,0.9596843123435974
16,2,0,0,0,0,1,3.375,0,0,0,0,15,0.9651610851287842
17,1,0,0,0,0,0,3.3371753411230776,0,0,0,0,17,0.9983335137367249
18,1,1,0,0,0,0,3.5724312513221195,3,10,0,0,10,0.9899106621742249
17,1,0,0,0,0,0,3.734521664779752,0,0,0,0,0,0.9528439044952393
22,1,0,0,0,0,0,3.7544418457133446,2,4,0,0,26,0.9829219579696655
17,1,0,0,0,0,0,3.41041725276052,2,58,0,1,24,0.9996548891067505
19,1,0,0,0,0,0,3.5110854081804264,1,5,0,0,21,0.9844257831573486
14,1,0,0,0,0,0,3.3248629576173574,1,2,0,1,6,0.7394223809242249
16,1,0,0,0,0,0,3.625,0,0,0,0,9,0.6491398215293884
19,1,0,0,0,0,0,3.5766176449086653,2,3,0,2,12,0.9961018562316895
17,1,0,0,0,0,0,3.572469458770136,0,0,0,0,8,0.9991610050201416
13,1,0,0,0,0,0,3.180832987205441,0,0,0,0,2,0.9990847110748291
15,1,0,0,0,0,0,3.5068905956085183,0,0,0,1,0,0.9895495176315308
14,1,0,0,0,0,0,3.378783493486176,1,3,0,0,10,0.9992226362228394
18,1,0,0,0,0,0,3.7254805569978675,1,1,0,1,6,0.8588513135910034
17,1,0,0,0,0,0,3.4548223999466066,0,0,0,0,0,0.9528439044952393
15,1,0,0,0,0,0,3.5068905956085183,0,0,0,0,0,0
19,1,0,0,0,0,0,3.7871439606981383,0,0,0,0,1,0.99759441614151
16,1,0,0,0,0,0,3.452819531114783,2,4,0,2,23,0.994901180267334
16,1,0,0,0,0,0,3.327819531114783,0,0,0,0,11,0.9932146072387695
16,1,0,0,0,0,0,3.625,2,8,1,0,2,0.9980775117874146
21,1,0,0,0,0,0,3.8208888513501886,0,0,0,0,14,0.9966469407081604
14,1,0,0,0,0,0,3.182005814760214,0,18,0,1,8,0.9948726296424866
17,1,0,0,0,0,0,3.8521687236032816,1,5,0,0,1,0.9964039325714111
18,1,0,0,0,0,0,3.503258334775645,0,0,0,0,1,0.9977449178695679
19,2,0,0,0,0,1,3.7216117239699007,1,3,0,0,1,0.9912354946136475
13,1,0,0,0,0,0,3.0850551027564768,0,2,0,2,16,0.9974103569984436
17,1,0,0,0,0,0,3.5724694587701364,0,0,0,0,23,0.836138904094696
19,1,0,0,0,0,0,3.5766176449086653,0,0,0,0,10,0.9843472242355347
20,1,0,0,0,0,0,3.5841837197791886,1,1,0,0,6,0.9945873022079468
23,1,0,0,0,0,0,3.914866303883101,0,0,0,0,0,0.9950969815254211
18,1,0,0,0,0,0,3.6143694458867563,0,0,0,0,4,0.7990765571594238
20,1,0,0,0,0,0,3.884183719779189,0,0,0,0,0,0.9715555906295776
18,1,0,0,0,0,0,3.794653473544342,0,0,0,0,0,0.9950174689292908
20,1,0,0,0,0,0,3.884183719779189,0,0,0,1,16,0.8592067956924438
21,1,0,0,0,0,0,3.653756708287001,0,0,0,0,10,0.9896960258483887
19,1,0,0,0,0,0,3.826874881864636,1,1,0,0,12,0.919414758682251
16,1,0,0,0,0,0,3.5,1,1,0,1,12,0.7160448431968689
20,1,0,0,0,0,0,3.446439344671015,0,0,0,0,0,0.9906903505325317
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,1,0,0.9872851967811584
12,1,0,0,0,0,0,3.2516291673878226,0,0,0,0,0,0
23,1,0,0,0,0,0,4.001822825622231,1,1,0,1,12,0.994210958480835
18,1,0,0,0,0,0,3.572431251322119,0,0,0,0,5,0.5662821531295776
17,2,0,0,0,0,1,3.4548223999466066,3,4,0,0,7,0.6079587936401367
23,1,0,0,0,0,0,3.7622673906514947,0,4,0,0,14,0.9749978184700012
22,1,0,0,0,0,0,3.8230679822736606,3,2,0,1,15,0.9991161227226257
21,1,0,0,0,0,0,3.4992275417233563,1,2,0,1,4,0.9985787868499756
14,1,0,0,0,0,0,3.378783493486176,0,7,0,1,21,0.9101600050926208
26,1,0,0,0,0,0,3.7483286603655737,0,0,0,0,0,0.9775760173797607
19,1,0,0,0,0,0,3.511085408180427,0,0,0,2,36,0.942467451095581
16,1,0,0,0,0,0,3.452819531114783,1,2,0,1,10,0.993351399898529
14,1,0,0,0,0,0,3.378783493486176,2,8,0,0,0,0.9823141098022461
18,1,0,0,0,0,0,3.503258334775645,0,0,0,1,12,0.9972389936447144
16,1,0,0,0,0,0,3.625,0,0,0,0,0,0.9865013957023621
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,14,0.9614521861076355
18,1,0,0,0,0,0,3.6835423624332306,0,0,0,0,1,0.9996017813682556
16,1,0,0,0,0,0,3.625,0,0,0,0,20,0.9936218857765198
14,1,0,0,0,0,0,2.8423709931771093,1,3,0,0,8,0.9748502969741821
21,1,0,0,0,0,0,3.9161269465882835,0,3,0,0,3,0.9526639580726624
17,1,0,0,0,0,0,3.6901165175936654,2,10,0,0,11,0.9977672100067139
17,1,0,0,0,0,0,3.8521687236032816,1,9,0,0,6,0.944955587387085
16,1,0,1,0,0,0,3.577819531114783,0,0,0,0,0,0
18,1,0,0,0,0,0,3.6143694458867563,0,0,0,0,5,0.990875244140625
16,1,0,0,0,0,0,3.75,0,0,0,0,0,0.9927082657814026
22,1,0,0,0,0,0,3.754441845713344,1,2,0,0,9,0.926593542098999
16,1,0,0,0,0,0,3.5,0,0,0,0,1,0.9964030981063843
17,1,0,0,0,0,0,3.6168746059562227,1,0,0,1,17,0.5207110047340393
20,1,0,0,0,0,0,3.684183719779189,0,1,0,1,14,0.9883115887641907
13,1,0,0,0,0,0,3.238901256602631,0,0,0,1,1,0.8154668211936951
21,1,0,0,0,0,0,3.5585186130489053,1,1,0,1,12,0.6701096296310425
17,1,0,0,0,0,0,3.8521687236032816,0,0,0,0,0,0.983974039554596
22,1,0,0,0,0,0,4.061482186720775,0,0,0,0,25,0.9038559794425964
17,1,0,0,0,0,0,3.734521664779752,0,0,0,0,8,0.9945909976959229
16,1,0,0,0,0,0,3.5,1,6,0,0,1,0.8277638554573059
15,1,0,0,0,0,0,3.5068905956085183,3,19,0,2,10,0.9618200659751892
14,1,0,0,0,0,0,3.3787834934861767,3,3,0,0,7,0.9939017295837402
17,1,0,0,0,0,0,3.572469458770136,1,2,0,0,0,0.704129159450531
25,1,0,0,0,0,0,3.733660689688185,0,0,0,0,0,0
26,1,0,0,0,0,0,3.9021748142117274,1,1,0,3,12,0.9786266088485718
13,1,0,0,0,0,0,3.3927474104487847,0,0,0,0,2,0.9996979236602783
16,1,0,0,0,0,0,3.75,1,14,0,0,0,0.7329050302505493
20,1,0,0,0,0,0,3.7841837197791888,0,0,0,2,21,0.9775878190994263
20,1,0,0,0,0,0,3.884183719779189,2,2,0,0,12,0.9970518350601196
13,1,0,0,0,0,0,3.238901256602631,0,2,0,2,10,0.9994063377380371
19,1,0,0,0,0,0,3.7871439606981383,0,0,0,0,10,0.9939138293266296
18,1,0,0,0,0,0,3.3921472236645345,0,2,0,0,8,0.996586799621582
18,1,0,0,0,0,0,3.7254805569978675,7,62,0,0,26,0.9972798824310303
19,1,0,0,0,0,0,3.8268748818646365,1,1,0,1,14,0.9951499104499817
17,1,0,0,0,0,0,3.8521687236032816,0,0,0,0,4,0.6930122375488281
17,1,0,0,0,0,0,3.4548223999466066,0,0,0,0,18,0.9978036284446716
19,1,0,0,0,0,0,3.7871439606981383,1,3,0,1,9,0.9910212159156799
12,1,0,0,0,0,0,3.2516291673878226,0,0,0,0,0,0.9110516309738159
31,1,0,0,0,0,0,3.8054982305663323,0,0,0,0,0,0
17,1,0,0,0,0,0,3.734521664779752,0,3,0,0,17,0.947054386138916
16,1,0,0,0,0,0,3.625,0,0,0,0,16,0.9985877275466919
19,1,0,0,0,0,0,3.181366328891458,0,0,0,0,30,0.9938534498214722
15,1,0,0,0,0,0,3.3232314287976203,0,0,0,0,0,0
18,1,1,0,0,0,0,3.68354236243323,4,9,0,0,20,0.7843866944313049
21,1,0,0,0,0,0,3.9161269465882835,0,0,0,0,0,0
21,1,0,0,0,0,0,3.784941827437642,0,0,0,0,0,0.9123619794845581
13,1,0,0,0,0,0,3.238901256602631,0,2,0,0,16,0.9947711825370789
15,1,0,0,0,0,0,3.506890595608518,0,0,0,0,2,0.9996979236602783
16,1,0,0,0,0,0,3.625,1,3,0,0,0,0.9905087947845459
22,1,0,0,0,0,0,3.732158891364569,1,2,0,0,1,0.9997356534004211
18,1,0,0,0,0,0,3.5724312513221195,1,1,0,0,8,0.6324005722999573
27,1,0,0,0,0,0,3.9121138909722304,2,4,0,0,9,0.9965729713439941
18,1,0,0,0,0,0,3.8365916681089787,0,0,0,0,8,0.9993870258331299
16,1,0,0,0,0,0,3.452819531114783,0,0,0,0,0,0
16,1,0,0,0,0,0,3.577819531114783,0,0,0,0,0,0.9631815552711487
18,1,0,0,0,0,0,3.6835423624332306,1,1,0,0,29,0.985338568687439
25,1,1,0,0,0,0,3.783465189601646,1,14,0,0,13,0.9254071116447449
18,1,0,0,0,0,0,3.419381945646371,0,0,0,0,10,0.9843472242355347
17,1,1,0,0,0,0,3.4548223999466066,0,0,0,0,1,0.9872950911521912
14,1,0,0,0,0,0,3.378783493486176,0,0,0,1,2,0.9833796620368958
19,1,0,0,0,0,0,3.8268748818646365,0,0,0,0,12,0.9949094653129578
14,1,0,3,0,0,0,3.521640636343319,0,0,0,0,1,0.9987201690673828
18,1,0,0,0,0,0,3.7254805569978675,1,1,0,1,6,0.7832802534103394
13,1,0,0,0,0,0,3.238901256602631,1,2,0,0,13,0.9941860437393188
22,1,0,0,0,0,0,3.606936732175321,0,2,0,0,7,0.9995120763778687
19,1,0,0,0,0,0,3.6818808028034016,1,5,0,0,0,0.9558041095733643
25,1,0,0,0,0,0,3.763856189774724,3,10,0,0,6,0.9953391551971436
17,1,0,0,0,0,0,3.734521664779752,0,15,0,0,7,0.9995262622833252
17,1,0,0,0,0,0,3.6901165175936654,1,4,0,0,13,0.7479597330093384
17,1,0,0,0,0,0,3.2927701939369904,0,0,0,0,0,0
19,1,0,0,0,0,0,3.321104330578489,4,3,0,1,15,0.9840641021728516
30,1,0,0,0,0,0,3.8280729963885087,0,0,0,0,0,0
18,1,0,0,0,0,0,3.530493056757482,0,0,0,0,0,0.9683923721313477
16,1,0,0,0,0,0,3.5,0,0,0,0,7,0.9924542307853699
14,1,0,0,0,0,0,3.378783493486176,0,0,0,0,0,0.9989606142044067
19,1,0,0,0,0,0,3.6163485660751635,1,6,0,1,28,0.9750013947486877
15,1,0,0,0,0,0,3.32323142879762,0,0,0,0,1,0.9977076053619385
17,1,0,0,0,0,0,3.6168746059562227,1,1,0,1,19,0.9157959818840027
19,1,0,0,0,0,0,3.7871439606981383,0,0,0,0,0,0
20,1,0,0,0,0,0,3.7841837197791888,0,0,0,0,0,0
21,1,0,0,0,0,0,3.594465636961452,2,7,0,0,1,0.9597445726394653
18,2,0,0,0,0,1,3.350209029099897,1,5,0,1,0,0.9726271629333496
19,1,0,0,0,0,0,3.5766176449086653,0,0,0,0,9,0.9356722831726074
21,1,0,0,0,0,0,3.6897037321995465,1,3,0,0,5,0.9922478199005127
14,1,0,0,0,0,0,3.2359263506290334,0,33,0,1,21,0.9891697764396667
18,1,0,0,0,0,0,3.8365916681089787,1,2,0,0,24,0.8038919568061829
19,1,0,0,0,0,0,3.471354487013929,0,0,0,0,13,0.9944649338722229
27,1,0,0,0,0,0,3.865998613274581,1,10,0,0,18,0.6411976218223572
20,1,0,0,0,0,0,3.7841837197791888,0,2,0,0,8,0.996586799621582
13,1,0,0,0,0,0,3.0850551027564768,2,3,0,0,8,0.9968384504318237
14,1,0,1,0,0,0,3.3787834934861767,0,0,0,0,0,0.8907660841941833
15,1,0,0,0,0,0,3.4565647621309536,3,6,0,0,10,0.9982470273971558
17,1,0,0,0,0,0,3.734521664779752,2,2,0,1,8,0.9934468865394592
19,1,0,0,0,0,0,3.6818808028034016,1,3,0,1,8,0.9963171482086182
17,1,0,0,0,0,0,3.4992275471326932,0,0,0,0,0,0
14,1,0,0,0,0,0,3.3248629576173574,1,3,0,0,0,0.9995802044868469
14,1,0,0,0,0,0,3.039148671903071,1,1,0,0,0,0.6630712747573853
20,1,0,0,0,0,0,3.3841837197791884,0,0,0,0,11,0.9976211190223694
16,1,0,0,0,0,0,3.625,1,2,0,0,8,0.9808146953582764
18,1,0,0,0,0,0,3.7254805569978675,0,0,0,0,3,0.9799265265464783
18,1,0,0,0,0,0,3.3082708345352603,1,2,0,0,6,0.979559063911438
16,1,0,0,0,0,0,3.1556390622295662,0,0,0,0,0,0.9576209187507629
17,1,0,0,0,0,0,3.734521664779752,0,0,0,0,16,0.8895756602287292
15,1,0,0,0,0,0,3.32323142879762,0,0,0,0,1,0.985734224319458
16,1,0,0,0,0,0,3.375,1,10,0,0,1,0.9726750254631042
21,1,0,0,0,0,0,3.748994803525096,0,0,0,0,7,0.9944553971290588
21,1,0,0,0,0,0,3.653756708287001,0,0,0,0,0,0
17,1,0,0,0,0,0,3.734521664779752,4,4,0,1,29,0.9515634775161743
24,1,0,0,0,0,0,4.0220552088742005,5,20,0,0,24,0.8606900572776794
15,1,0,0,0,0,0,3.5068905956085183,4,4,0,1,19,0.5481899976730347
18,1,0,0,0,0,0,3.7254805569978675,2,2,0,0,16,0.9981714487075806
16,1,0,0,0,0,0,3.75,0,0,0,1,19,0.8821420669555664
19,1,1,0,0,0,0,3.6818808028034016,3,3,0,0,36,0.9928632378578186
18,1,0,0,0,0,0,3.7254805569978675,0,0,0,0,0,0
18,1,0,0,0,0,0,3.7254805569978675,0,0,0,0,4,0.7990765571594238
19,2,0,0,0,0,1,3.6163485660751635,1,13,0,0,3,0.9549187421798706
23,1,0,0,0,0,0,3.882045108136863,0,0,0,0,15,0.9973264932632446
15,1,0,0,0,0,0,3.373557262275185,0,0,0,0,0,0
18,2,0,0,0,0,1,3.6143694458867563,7,21,0,0,1,0.9808868169784546
24,1,0,0,0,0,0,3.7720552088742005,0,0,0,0,0,0.9397335052490234
